TF,target,importance
FOSL1,SNX13,1
FOSL1,CPQ,1
FOSL1,MEGF9,1
FOSL1,REPS2,1
FOSL1,DDX3X,1
FOSL1,SLC6A8,1
FOSL1,AVPR2,1
FOSL1,MECP2,1
FOSL2,CDA,1
FOSL2,SH2D5,1
FOSL2,LUZP1,1
FOSL2,FGR,1
FOSL2,IFI6,1
FOSL2,STX12,1
FOSL2,THEMIS2,1
FOSL2,XKR8,1
FOSL2,KIAA1522,1
FOSL2,RNF19B,1
FOSL2,A3GALT2,1
FOSL2,KDM4A-AS1,1
FOSL2,USP24,1
FOSL2,GBP2,1
FOSL2,GBP5,1
FOSL2,LRRC8B,1
FOSL2,AMPD2,1
FOSL2,CSF1,1
FOSL2,ATP1A1,1
FOSL2,ATP1A1-AS1,1
FOSL2,CD58,1
FOSL2,IGSF3,1
FOSL2,RGS18,1
FOSL2,MIR205HG,1
FOSL2,CAMK1G,1
FOSL2,LAMB3,1
FOSL2,MTARC1,1
FOSL2,IRF2BP2,1
FOSL2,ZBTB18,1
FOSL2,PLXDC2,1
FOSL2,ADO,1
FOSL2,UNC5B,1
FOSL2,P4HA1,1
FOSL2,SAMD8,1
FOSL2,ZNF503,1
FOSL2,LRMDA,1
FOSL2,LCOR,1
FOSL2,TCF7L2,1
FOSL2,HTRA1,1
FOSL2,KNDC1,1
FOSL2,VENTX,1
FOSL2,ADAM8,1
FOSL2,NUP98,1
FOSL2,OR52K2,1
FOSL2,OR52K1,1
FOSL2,C11orf42,1
FOSL2,TRIM3,1
FOSL2,ANO5,1
FOSL2,LINC02705,1
FOSL2,MS4A6A,1
FOSL2,MS4A4E,1
FOSL2,VPS37C,1
FOSL2,EHBP1L1,1
FOSL2,AP5B1,1
FOSL2,SNX32,1
FOSL2,FOSL1,1
FOSL2,CATSPER1,1
FOSL2,RIN1,1
FOSL2,RBM14-RBM4,1
FOSL2,KCNE3,1
FOSL2,RNF169,1
FOSL2,LINC00900,1
FOSL2,TRIM29,1
FOSL2,OAF,1
FOSL2,POU2F3,1
FOSL2,SLC6A12,1
FOSL2,GNS,1
FOSL2,TBC1D30,1
FOSL2,CCDC38,1
FOSL2,HAL,1
FOSL2,APPL2,1
FOSL2,CAMKK2,1
FOSL2,OASL,1
FOSL2,GLT1D1,1
FOSL2,GJB2,1
FOSL2,CRYL1,1
FOSL2,XPO4,1
FOSL2,KCTD12,1
FOSL2,CLN5,1
FOSL2,FBXL3,1
FOSL2,MYCBP2-AS1,1
FOSL2,SUSD6,1
FOSL2,PAPLN,1
FOSL2,SLC24A4,1
FOSL2,THBS1,1
FOSL2,MYO5A,1
FOSL2,VPS13C,1
FOSL2,RAB8B,1
FOSL2,USP3,1
FOSL2,MAP2K1,1
FOSL2,SMAD6,1
FOSL2,DRAIC,1
FOSL2,CD2BP2-DT,1
FOSL2,SRCAP,1
FOSL2,MLKL,1
FOSL2,LDHD,1
FOSL2,CRISPLD2,1
FOSL2,ZDHHC7,1
FOSL2,KIAA0513,1
FOSL2,ZNF469,1
FOSL2,RFLNB,1
FOSL2,RCVRN,1
FOSL2,GAS7,1
FOSL2,YPEL2,1
FOSL2,LINC01476,1
FOSL2,VMP1,1
FOSL2,SMURF2,1
FOSL2,ARHGAP27P1-BPTFP1-KPNA2P3,1
FOSL2,ARSG,1
FOSL2,SLC16A6,1
FOSL2,FAM20A,1
FOSL2,CD300A,1
FOSL2,CD300LB,1
FOSL2,CD300C,1
FOSL2,CD300H,1
FOSL2,CD300LD,1
FOSL2,CD300LD-AS1,1
FOSL2,CD300E,1
FOSL2,CD300LF,1
FOSL2,SOCS3,1
FOSL2,SOCS3-DT,1
FOSL2,PGS1,1
FOSL2,DNAH17,1
FOSL2,DNAH17-AS1,1
FOSL2,TIMP2,1
FOSL2,CEP295NL,1
FOSL2,DLGAP1-AS3,1
FOSL2,ALPK2,1
FOSL2,RELCH,1
FOSL2,ZCCHC2,1
FOSL2,ADGRE3,1
FOSL2,ZNF333,1
FOSL2,ADGRE2,1
FOSL2,OR7C1,1
FOSL2,TSHZ3,1
FOSL2,C5AR1,1
FOSL2,C5AR2,1
FOSL2,BICRA-AS1,1
FOSL2,FCAR,1
FOSL2,GP6-AS1,1
FOSL2,GP6,1
FOSL2,PLB1,1
FOSL2,STRN,1
FOSL2,EIF2AK2,1
FOSL2,FOXN2,1
FOSL2,TBC1D8,1
FOSL2,RNF149,1
FOSL2,IL1RN,1
FOSL2,TFCP2L1,1
FOSL2,ZEB2-AS1,1
FOSL2,LINC01412,1
FOSL2,LINC02993,1
FOSL2,ACVR2A,1
FOSL2,MAP3K20-AS1,1
FOSL2,PGAP1,1
FOSL2,CYP27A1,1
FOSL2,PRKAG3,1
FOSL2,ACSL3,1
FOSL2,HTR2B,1
FOSL2,RNF24,1
FOSL2,SMOX,1
FOSL2,LINC01433,1
FOSL2,SLC23A2,1
FOSL2,PRNP,1
FOSL2,NDUFAF5,1
FOSL2,RIN2,1
FOSL2,RALGAPA2,1
FOSL2,ITCH-AS1,1
FOSL2,MMP24,1
FOSL2,NNAT,1
FOSL2,LINC00189,1
FOSL2,BACH1,1
FOSL2,BACH1-IT1,1
FOSL2,BACH1-AS1,1
FOSL2,BACH1-IT2,1
FOSL2,ETS2-AS1,1
FOSL2,IL17RA,1
FOSL2,PPARG,1
FOSL2,RAF1,1
FOSL2,CAPN7,1
FOSL2,EAF1,1
FOSL2,EAF1-AS1,1
FOSL2,ABHD5,1
FOSL2,TGM4,1
FOSL2,ZDHHC3,1
FOSL2,TMEM158,1
FOSL2,FYCO1,1
FOSL2,CXCR6,1
FOSL2,CCRL2,1
FOSL2,HTD2,1
FOSL2,KCTD6,1
FOSL2,EIF4E3,1
FOSL2,GPR27,1
FOSL2,PROK2,1
FOSL2,CRYBG3,1
FOSL2,NME9,1
FOSL2,MRAS,1
FOSL2,PIK3CB,1
FOSL2,SLC9A9-AS1,1
FOSL2,PTX3,1
FOSL2,IGF2BP2-AS1,1
FOSL2,SLC51A,1
FOSL2,UBXN7,1
FOSL2,SLC2A9,1
FOSL2,RELL1,1
FOSL2,EPGN,1
FOSL2,EREG,1
FOSL2,AREG,1
FOSL2,ABRAXAS1,1
FOSL2,GPAT3,1
FOSL2,WDFY3,1
FOSL2,OSMR,1
FOSL2,IL31RA,1
FOSL2,IL6ST,1
FOSL2,ERCC8,1
FOSL2,PIK3R1,1
FOSL2,LUCAT1,1
FOSL2,CAST,1
FOSL2,STARD4,1
FOSL2,DCP2,1
FOSL2,PITX1-AS1,1
FOSL2,TGFBI,1
FOSL2,SMAD5-AS1,1
FOSL2,SMAD5,1
FOSL2,DIAPH1-AS1,1
FOSL2,ARAP3,1
FOSL2,NR3C1,1
FOSL2,SH3TC2,1
FOSL2,FAXDC2,1
FOSL2,DOCK2,1
FOSL2,INSYN2B,1
FOSL2,RREB1,1
FOSL2,GCLC,1
FOSL2,GCLC-AS1,1
FOSL2,REV3L,1
FOSL2,MARCKS,1
FOSL2,RNF217,1
FOSL2,VNN1,1
FOSL2,VNN2,1
FOSL2,AGPAT4,1
FOSL2,SNX13,1
FOSL2,SEMA3C,1
FOSL2,STEAP4,1
FOSL2,MSR1,1
FOSL2,MTUS1,1
FOSL2,ASAH1,1
FOSL2,SLC25A37,1
FOSL2,TNFRSF10A-AS1,1
FOSL2,OSGIN2,1
FOSL2,RIPK2,1
FOSL2,CPQ,1
FOSL2,TRPS1,1
FOSL2,TRPS1-AS1,1
FOSL2,TRIB1,1
FOSL2,PGM5,1
FOSL2,LINC01506,1
FOSL2,PTAR1,1
FOSL2,ANXA1,1
FOSL2,DAPK1-IT1,1
FOSL2,CTSL,1
FOSL2,PCAT7,1
FOSL2,FBP1,1
FOSL2,DELEC1,1
FOSL2,TNC,1
FOSL2,MEGF9,1
FOSL2,REPS2,1
FOSL2,DDX3X,1
FOSL2,AMMECR1-IT1,1
FOSL2,FLNA,1
FOSL2,MECP2,1
FOXP1,RNPC3,1
FOXP1,AMY2B,1
GATA2,ZNF195,1
GATA2,C11orf96,1
GATA2,LINC02175,1
GATA2,IRX3,1
GATA2,NUDT21,1
GATA2,WDR59,1
GATA2,ZNRF1,1
GATA2,RAMP2,1
GATA2,URB1,1
GATA2,CLDN5,1
GATA2,FBLN1,1
GATA2,LINC02082,1
GATA2,PTPN13,1
GATA2,GAR1,1
GATA2,CSF1R,1
GATA2,PDGFRB,1
GATA2,FKBP9,1
GATA2,BMPER,1
GATA2,ZNF696,1
GATA2,TOP1MT,1
GATA2,RHPN1-AS1,1
GATA2,GOLM1,1
GATA2,GPR173,1
GATA2,WNK3,1
GATA2,TRO,1
GATA2,MED12,1
GATA2,ZMYM3,1
GATA2,RUNX3-AS1,1
GATA2,PTPRU,1
GATA2,UROD,1
GATA2,DOCK7,1
GATA2,CACHD1,1
GATA2,DYNLT5,1
GATA2,DDAH1,1
GATA2,ODF2L,1
GATA2,CLCA4-AS1,1
GATA2,LINC01140,1
GATA2,LINC02801,1
GATA2,TMIGD3,1
GATA2,TRIM45,1
GATA2,S100A3,1
GATA2,INTS3,1
GATA2,LINC02772,1
GATA2,CADM3-AS1,1
GATA2,CD244,1
GATA2,GPR161,1
GATA2,POGK,1
GATA2,TNFSF4,1
GATA2,PRDX6,1
GATA2,ADORA1,1
GATA2,RHEX,1
GATA2,CDC42BPA,1
GATA2,NUP133,1
GATA2,OR14L1,1
GATA2,TRIM58,1
GATA2,AKR1E2,1
GATA2,AKR1C1,1
GATA2,AKR1C2,1
GATA2,FZD8,1
GATA2,BMS1,1
GATA2,TMEM72,1
GATA2,PCBD1,1
GATA2,USP54,1
GATA2,AGAP5,1
GATA2,MARVELD1,1
GATA2,DOCK1,1
GATA2,INSYN2A,1
GATA2,B4GALNT4,1
GATA2,SCT,1
GATA2,TALDO1,1
GATA2,GATD1,1
GATA2,CHID1,1
GATA2,HBD,1
GATA2,HBG1,1
GATA2,BDNF,1
GATA2,CKAP5,1
GATA2,PTGDR2,1
GATA2,PRPF19,1
GATA2,ZFTA,1
GATA2,SPINDOC,1
GATA2,RCOR2,1
GATA2,NAA40,1
GATA2,SPTBN2,1
GATA2,LRFN4,1
GATA2,GSTP1,1
GATA2,ACY3,1
GATA2,KRTAP5-10,1
GATA2,RPS3,1
GATA2,TSKU,1
GATA2,POGLUT3,1
GATA2,DDX10,1
GATA2,BACE1,1
GATA2,C1RL,1
GATA2,RBP5,1
GATA2,CLSTN3,1
GATA2,TSPAN11,1
GATA2,DDX11,1
GATA2,GXYLT1,1
GATA2,KRT1,1
GATA2,CBX5,1
GATA2,HNRNPA1,1
GATA2,NFE2,1
GATA2,NUAK1,1
GATA2,CAMKK2,1
GATA2,SACS,1
GATA2,TNFRSF19,1
GATA2,ATP12A,1
GATA2,CDK8,1
GATA2,IPO5,1
GATA2,ARHGAP5-AS1,1
GATA2,BMP4,1
GATA2,FAM98B,1
GATA2,TP53BP1,1
GATA2,ATP8B4,1
GATA2,SLC27A2,1
GATA2,HDC,1
GATA2,DTWD1,1
GATA2,TLN2,1
GATA2,SH2D7,1
GATA2,CIB2,1
GATA2,CRABP1,1
GATA2,MAN2A2,1
GATA2,TBC1D24,1
GATA2,SPN,1
GATA2,QPRT,1
GATA2,TMEM231,1
GATA2,TOP3A,1
GATA2,LINC02076,1
GATA2,TMEM97,1
GATA2,BLTP2,1
GATA2,RASL10B,1
GATA2,TAF15,1
GATA2,CCL23,1
GATA2,NGFR,1
GATA2,MBTD1,1
GATA2,CYB561,1
GATA2,ACE,1
GATA2,DCAF7,1
GATA2,MRC2,1
GATA2,ENOSF1,1
GATA2,LPIN2,1
GATA2,LINC02979,1
GATA2,PRELID3A,1
GATA2,ZSCAN30,1
GATA2,FECH,1
GATA2,PKN1,1
GATA2,CYP4F2,1
GATA2,CERS1,1
GATA2,SUGP2,1
GATA2,LINC00664,1
GATA2,DPY19L3,1
GATA2,PDCD5,1
GATA2,ANKRD27,1
GATA2,TDRD12,1
GATA2,ZNF320,1
GATA2,EPS8L1,1
GATA2,TNNI3,1
GATA2,DNAAF3,1
GATA2,RNF144A,1
GATA2,C1GALT1C1L,1
GATA2,LRPPRC,1
GATA2,TIA1,1
GATA2,FAM136A,1
GATA2,BOLA3-DT,1
GATA2,LOXL3,1
GATA2,M1AP,1
GATA2,FAM178B,1
GATA2,FAHD2B,1
GATA2,ZC3H8,1
GATA2,POLR1B,1
GATA2,TANC1,1
GATA2,ABCB11,1
GATA2,DHRS9,1
GATA2,WDR75,1
GATA2,SLC40A1,1
GATA2,PTH2R,1
GATA2,CPXM1,1
GATA2,LINC00654,1
GATA2,RALGAPA2,1
GATA2,AHCY,1
GATA2,ZNF334,1
GATA2,SLC2A10,1
GATA2,CRMA,1
GATA2,SLCO4A1,1
GATA2,SLCO4A1-AS1,1
GATA2,SOX18,1
GATA2,NIPSNAP1,1
GATA2,TIMP3,1
GATA2,PHF5A,1
GATA2,ITGA9,1
GATA2,ITGA9-AS1,1
GATA2,CTDSPL,1
GATA2,ZNF445,1
GATA2,CDCP1,1
GATA2,CDC25A,1
GATA2,HYAL3,1
GATA2,CISH,1
GATA2,MAPKAPK3,1
GATA2,MUSTN1,1
GATA2,HESX1,1
GATA2,ACOX2,1
GATA2,CHST13,1
GATA2,KBTBD12,1
GATA2,TRH,1
GATA2,LINC02021,1
GATA2,LXN,1
GATA2,RARRES1,1
GATA2,C3orf80,1
GATA2,MCCC1-AS1,1
GATA2,ABCC5,1
GATA2,EIF4G1,1
GATA2,ALG3,1
GATA2,POLR2H,1
GATA2,C3orf70,1
GATA2,EHHADH,1
GATA2,BEND4,1
GATA2,KIT,1
GATA2,PPAT,1
GATA2,PAICS,1
GATA2,HOPX,1
GATA2,LINC01088,1
GATA2,AFF1,1
GATA2,GYPB,1
GATA2,PDGFC,1
GATA2,GLRB,1
GATA2,MFAP3L,1
GATA2,AADAT,1
GATA2,CMBL,1
GATA2,ROPN1L,1
GATA2,SELENOP,1
GATA2,MEGF10,1
GATA2,HSPA9,1
GATA2,SNHG4,1
GATA2,STING1,1
GATA2,LARP1,1
GATA2,GEMIN5,1
GATA2,UBTD2,1
GATA2,SH3PXD2B,1
GATA2,NEURL1B,1
GATA2,ERGIC1,1
GATA2,SLC22A23,1
GATA2,E2F3,1
GATA2,KCNK5,1
GATA2,SH3BGRL2,1
GATA2,NCOA7,1
GATA2,TRMT11,1
GATA2,MYB,1
GATA2,MYB-AS1,1
GATA2,MAP7,1
GATA2,MAP7-AS1,1
GATA2,STXBP5,1
GATA2,CNKSR3,1
GATA2,ICA1,1
GATA2,CRPPA,1
GATA2,HERPUD2-AS1,1
GATA2,CT66,1
GATA2,GNAI1,1
GATA2,ZKSCAN1,1
GATA2,ANKRD7,1
GATA2,GATA4,1
GATA2,DLC1,1
GATA2,XPO7,1
GATA2,NPM2,1
GATA2,FGF17,1
GATA2,PPP2CB,1
GATA2,TEX15,1
GATA2,PURG,1
GATA2,WRN,1
GATA2,CA8,1
GATA2,ZNF704,1
GATA2,ANGPT1,1
GATA2,MYC,1
GATA2,TONSL,1
GATA2,TONSL-AS1,1
GATA2,RPL8,1
GATA2,GNA14,1
GATA2,GNAQ,1
GATA2,GSN,1
GATA2,DAB2IP,1
GATA2,LHX6,1
GATA2,NR6A1,1
GATA2,RPL12,1
GATA2,ABL1,1
GATA2,CEL,1
GATA2,GBGT1,1
GATA2,ABO,1
GATA2,SURF6,1
GATA2,RPL7A,1
GATA2,GLOD5,1
GATA2,GATA1,1
GATA2,HDAC6,1
GATA2,ERAS,1
GATA2,USP51,1
GATA2,HEPH,1
GATA2,STARD8,1
GATA2,BEX1,1
GATA2,NXF3,1
GATA2,BEX4,1
GATA2,TCEAL5,1
GATA2,TMEM164,1
GATA2,CHRDL1,1
GATA2,PABIR2,1
GATA2,SMIM10,1
GATA2,RTL8B,1
GMEB2,CERS3,1
GMEB2,LINS1,1
IRF4,PLEKHN1,1
IRF4,NPHP4,1
IRF4,RNF207,1
IRF4,ICMT-DT,1
IRF4,DDOST,1
IRF4,IFNLR1,1
IRF4,GRHL3,1
IRF4,TRIM63,1
IRF4,PDIK1L,1
IRF4,CNKSR1,1
IRF4,TAF12-DT,1
IRF4,TXLNA,1
IRF4,MANEAL,1
IRF4,BMP8A,1
IRF4,PABPC4-AS1,1
IRF4,BMP8B,1
IRF4,OXCT2,1
IRF4,BMP8B-AS1,1
IRF4,ZMPSTE24,1
IRF4,ZFP69B,1
IRF4,UQCRH,1
IRF4,CMPK1,1
IRF4,OSBPL9,1
IRF4,EPS15,1
IRF4,CC2D1B,1
IRF4,OMA1,1
IRF4,HOOK1,1
IRF4,LINC02777,1
IRF4,LINC01358,1
IRF4,DLEU2L,1
IRF4,RABGGTB,1
IRF4,PIGK,1
IRF4,LMO4,1
IRF4,GTF2B,1
IRF4,GBP3,1
IRF4,SETSIP,1
IRF4,RPAP2,1
IRF4,ALG14,1
IRF4,TLCD4,1
IRF4,PALMD,1
IRF4,FRRS1,1
IRF4,SLC35A3,1
IRF4,CLCC1,1
IRF4,GNAT2,1
IRF4,EPS8L3,1
IRF4,KCNA2,1
IRF4,KCNA3,1
IRF4,MAB21L3,1
IRF4,TENT5C-DT,1
IRF4,TENT5C,1
IRF4,MAN1A2,1
IRF4,CGN,1
IRF4,NUP210L,1
IRF4,HAX1,1
IRF4,ATP8B2,1
IRF4,IL6R,1
IRF4,ASH1L-IT1,1
IRF4,GON4L,1
IRF4,KHDC4,1
IRF4,ASH1L,1
IRF4,UAP1,1
IRF4,DDR2,1
IRF4,TMCO1,1
IRF4,FASLG,1
IRF4,GAS5-AS1,1
IRF4,SERPINC1,1
IRF4,RABGAP1L,1
IRF4,CEP350,1
IRF4,LAMC1,1
IRF4,EDEM3,1
IRF4,TRMT1L,1
IRF4,TPR,1
IRF4,ODR4,1
IRF4,PDC,1
IRF4,ZBTB41,1
IRF4,DENND1B,1
IRF4,INAVA,1
IRF4,IGFN1,1
IRF4,LAX1,1
IRF4,LRRN2,1
IRF4,HSD11B1-AS1,1
IRF4,HSD11B1,1
IRF4,ANGEL2,1
IRF4,FBXO28,1
IRF4,PSEN2,1
IRF4,NUP133,1
IRF4,WDR64,1
IRF4,DESI2,1
IRF4,FBH1,1
IRF4,LINC00707,1
IRF4,USP6NL,1
IRF4,DHTKD1,1
IRF4,ARL5B,1
IRF4,DNAJC1,1
IRF4,YME1L1,1
IRF4,ARHGAP12,1
IRF4,AIFM2,1
IRF4,PPA1,1
IRF4,MINPP1,1
IRF4,ATAD1,1
IRF4,LIPJ,1
IRF4,ACTA2-AS1,1
IRF4,FAS,1
IRF4,IFIT1,1
IRF4,SLC16A12,1
IRF4,BTAF1,1
IRF4,GBF1,1
IRF4,ADD3,1
IRF4,CASP7,1
IRF4,DCLRE1A,1
IRF4,TDRD1,1
IRF4,LINC02641,1
IRF4,PLEKHA7,1
IRF4,PIK3C2A,1
IRF4,METTL15,1
IRF4,PLAAT2,1
IRF4,PLAAT3,1
IRF4,ATL3,1
IRF4,C11orf80,1
IRF4,RHOD,1
IRF4,PPP6R3,1
IRF4,UVRAG-DT,1
IRF4,RAB30,1
IRF4,PCF11,1
IRF4,RAB30-DT,1
IRF4,CEP57,1
IRF4,ARHGAP42,1
IRF4,CUL5,1
IRF4,ACAT1,1
IRF4,ATM,1
IRF4,LINC02732,1
IRF4,FDX1,1
IRF4,COLCA1,1
IRF4,POU2AF3,1
IRF4,APOA1-AS,1
IRF4,JHY,1
IRF4,CLMP,1
IRF4,IQSEC3-AS2,1
IRF4,KLRF1,1
IRF4,KLRD1,1
IRF4,TAS2R13,1
IRF4,PRH2,1
IRF4,TAS2R50,1
IRF4,TAS2R31,1
IRF4,TAS2R46,1
IRF4,GPRC5D,1
IRF4,RECQL,1
IRF4,GOLT1B,1
IRF4,BHLHE41,1
IRF4,SSPN,1
IRF4,ITPR2,1
IRF4,STK38L,1
IRF4,FGFR1OP2,1
IRF4,BMAL2,1
IRF4,ERGIC2,1
IRF4,KIF21A,1
IRF4,ABCD2,1
IRF4,SLC38A2-AS1,1
IRF4,SLC38A4-AS1,1
IRF4,CALCOCO1,1
IRF4,MYL6B-AS1,1
IRF4,MON2,1
IRF4,LEMD3,1
IRF4,IL26,1
IRF4,LINC02384,1
IRF4,MDM2,1
IRF4,NUDT4,1
IRF4,BLTP3B-DT,1
IRF4,NOPCHAP1,1
IRF4,ALDH1L2,1
IRF4,LINC01498,1
IRF4,FICD,1
IRF4,SPRING1,1
IRF4,GCN1,1
IRF4,ZCCHC8,1
IRF4,RSRC2,1
IRF4,KNTC1,1
IRF4,ABCB9,1
IRF4,MPHOSPH9,1
IRF4,TMED2-DT,1
IRF4,TMED2,1
IRF4,GTF2H3,1
IRF4,NBEA,1
IRF4,UFM1,1
IRF4,LINC02334,1
IRF4,LINC00571,1
IRF4,MRPS31,1
IRF4,VWA8,1
IRF4,COG3,1
IRF4,SETDB2,1
IRF4,ATP7B,1
IRF4,DIS3,1
IRF4,KLF12,1
IRF4,RBM26,1
IRF4,NDFIP2,1
IRF4,CDC16,1
IRF4,ANG,1
IRF4,OXA1L-DT,1
IRF4,DAD1,1
IRF4,MGAT2,1
IRF4,ERO1A,1
IRF4,PSMC6,1
IRF4,CCDC196,1
IRF4,GALNT16-AS1,1
IRF4,SLC39A9,1
IRF4,DNAL1,1
IRF4,LIN52,1
IRF4,SEL1L,1
IRF4,TSHR,1
IRF4,HISLA,1
IRF4,LINC02960,1
IRF4,LGMN,1
IRF4,GOLGA5,1
IRF4,IFI27L1,1
IRF4,IFI27,1
IRF4,IFI27L2,1
IRF4,PPP4R4,1
IRF4,CINP,1
IRF4,TECPR2,1
IRF4,PGBD4,1
IRF4,NUTM1,1
IRF4,JMJD7,1
IRF4,PLA2G4E-AS1,1
IRF4,SECISBP2L,1
IRF4,GALK2,1
IRF4,ATOSA,1
IRF4,SLTM,1
IRF4,PPIB,1
IRF4,HEXA-AS1,1
IRF4,SCAMP5,1
IRF4,UBE2Q2,1
IRF4,ISL2,1
IRF4,STARD5,1
IRF4,TMC3-AS1,1
IRF4,TMC3,1
IRF4,SEC11A,1
IRF4,MESP1,1
IRF4,TXNDC11,1
IRF4,TNFRSF17,1
IRF4,MIR193BHG,1
IRF4,BFAR,1
IRF4,NOMO1,1
IRF4,PDXDC1,1
IRF4,RRN3,1
IRF4,NOMO3,1
IRF4,NOMO2,1
IRF4,RPS15A,1
IRF4,ITPRIPL2,1
IRF4,MOSMO,1
IRF4,CD2BP2,1
IRF4,NETO2,1
IRF4,HERPUD1,1
IRF4,CES4A,1
IRF4,B3GNT9,1
IRF4,TRADD,1
IRF4,FBXL8,1
IRF4,NOL3,1
IRF4,TRPV3,1
IRF4,SLC52A1,1
IRF4,MIS12,1
IRF4,LINC00324,1
IRF4,RPL26,1
IRF4,TEKT3,1
IRF4,CDRT4,1
IRF4,TVP23C,1
IRF4,LINC02090,1
IRF4,SLC46A1,1
IRF4,CRLF3,1
IRF4,EVI2A,1
IRF4,MYO1D,1
IRF4,MYO1D-DT,1
IRF4,IKZF3,1
IRF4,DNAJC7,1
IRF4,MTMR4,1
IRF4,TEX14,1
IRF4,TRIM37,1
IRF4,ERN1,1
IRF4,HELZ-AS1,1
IRF4,WIPI1,1
IRF4,KIF19,1
IRF4,MFSD11,1
IRF4,UTS2R,1
IRF4,SMCHD1,1
IRF4,CEP192,1
IRF4,ESCO1,1
IRF4,TAF4B,1
IRF4,KCTD1,1
IRF4,DCC,1
IRF4,CD226,1
IRF4,AP3D1,1
IRF4,JSRP1,1
IRF4,DNM2,1
IRF4,ZNF708,1
IRF4,QPCTL,1
IRF4,SIX5,1
IRF4,RSPH6A,1
IRF4,PLA2G4C,1
IRF4,NCR1,1
IRF4,NLRP7,1
IRF4,NLRP2,1
IRF4,ISOC2,1
IRF4,LINC00298,1
IRF4,LINC00299,1
IRF4,PDIA6,1
IRF4,VSNL1,1
IRF4,LDAH,1
IRF4,UBXN2A,1
IRF4,SELENOI,1
IRF4,PREB,1
IRF4,CLIP4,1
IRF4,ALK,1
IRF4,CAPN13,1
IRF4,EHD3,1
IRF4,SLC30A6,1
IRF4,ARHGEF33,1
IRF4,SOS1,1
IRF4,SOS1-IT1,1
IRF4,CDKL4,1
IRF4,THADA,1
IRF4,PREPL,1
IRF4,SRBD1,1
IRF4,CHAC2,1
IRF4,ERLEC1,1
IRF4,EML6,1
IRF4,MTIF2,1
IRF4,C2orf74-AS1,1
IRF4,USP34,1
IRF4,PEX13,1
IRF4,PAPOLG,1
IRF4,VPS54,1
IRF4,LGALSL,1
IRF4,AFTPH-DT,1
IRF4,AFTPH,1
IRF4,FBXO48,1
IRF4,APLF,1
IRF4,GKN1,1
IRF4,GFPT1,1
IRF4,MCEE,1
IRF4,MRPL35,1
IRF4,LINC01943,1
IRF4,CYTOR,1
IRF4,LINC02611,1
IRF4,LYG1,1
IRF4,ACOXL-AS1,1
IRF4,WDR33,1
IRF4,COBLL1,1
IRF4,TTC21B-AS1,1
IRF4,SLC25A12,1
IRF4,ITGA6,1
IRF4,ITGA6-AS1,1
IRF4,PDK1-AS1,1
IRF4,PDK1,1
IRF4,SCRN3,1
IRF4,GPR155,1
IRF4,ATF2,1
IRF4,ZC3H15,1
IRF4,C2orf88,1
IRF4,MSTN,1
IRF4,DNAH7,1
IRF4,CFLAR,1
IRF4,CFLAR-AS1,1
IRF4,CASP10,1
IRF4,FZD7,1
IRF4,NDUFS1,1
IRF4,ZDBF2,1
IRF4,FASTKD2,1
IRF4,NYAP2,1
IRF4,RHBDD1,1
IRF4,COL4A4,1
IRF4,COL4A3,1
IRF4,MFF-DT,1
IRF4,GIGYF2,1
IRF4,SEPTIN2,1
IRF4,BOK,1
IRF4,ANKEF1,1
IRF4,OVOL2,1
