TF,target,importance
PO5F1,PPP1R16B,1
PO5F1,ZHX3,1
PO5F1,EYA2,1
PO5F1,BCAS4,1
PO5F1,BCAS1,1
PO5F1,BMP7,1
PO5F1,CTCFL,1
PO5F1,PCK1,1
PO5F1,BRWD1,1
PO5F1,BRWD1-AS1,1
PO5F1,HMGN1,1
PO5F1,MX1,1
PO5F1,MGAT3,1
PO5F1,A4GALT,1
PO5F1,VGLL4,1
PO5F1,LINC02022,1
PO5F1,C3orf20,1
PO5F1,RFTN1,1
PO5F1,MYRIP,1
PO5F1,TRAK1,1
PO5F1,CADPS,1
PO5F1,LINC00698,1
PO5F1,SAMMSON,1
PO5F1,LINC00877,1
PO5F1,ZNF80,1
PO5F1,ZBTB20-AS5,1
PO5F1,SLC12A8,1
PO5F1,KLF15,1
PO5F1,MBD4,1
PO5F1,BFSP2,1
PO5F1,BFSP2-AS1,1
PO5F1,TMEM108,1
PO5F1,MME-AS1,1
PO5F1,LRRC31,1
PO5F1,SAMD7,1
PO5F1,GPR160,1
PO5F1,FHL1P1,1
PO5F1,LINC02069,1
PO5F1,ETV5,1
PO5F1,CRYGS,1
PO5F1,ST6GAL1,1
PO5F1,BCL6,1
PO5F1,LINC01991,1
PO5F1,LPP-AS2,1
PO5F1,LPP,1
PO5F1,LPP-AS1,1
PO5F1,ZNF732,1
PO5F1,ZNF141,1
PO5F1,ZNF721,1
PO5F1,EVC2,1
PO5F1,EVC,1
PO5F1,SMIM20,1
PO5F1,GSX2,1
PO5F1,NOA1,1
PO5F1,POLR2B,1
PO5F1,CFAP299,1
PO5F1,MTTP,1
PO5F1,PAPSS1,1
PO5F1,CYP2U1,1
PO5F1,USP53,1
PO5F1,TMEM131L,1
PO5F1,ANKRD33B,1
PO5F1,OTULIN,1
PO5F1,LHFPL2,1
PO5F1,LNPEP,1
PO5F1,LINC01170,1
PO5F1,ZNF608,1
PO5F1,LINC02240,1
PO5F1,MYOT,1
PO5F1,FAM13B,1
PO5F1,CCDC69,1
PO5F1,TUBB2A,1
PO5F1,TUBB2B,1
PO5F1,RNF144B,1
PO5F1,H2AC14,1
PO5F1,H4C13,1
PO5F1,PPP1R18,1
PO5F1,BTNL2,1
PO5F1,GRM4,1
PO5F1,FKBP5,1
PO5F1,BRPF3-AS1,1
PO5F1,BNIP5,1
PO5F1,ETV7,1
PO5F1,CPNE5,1
PO5F1,DNAH8,1
PO5F1,CD2AP,1
PO5F1,BACH2,1
PO5F1,ENPP3,1
PO5F1,ENPP1,1
PO5F1,FNDC1,1
PO5F1,SNX8,1
PO5F1,LINC02889,1
PO5F1,TWIST1,1
PO5F1,RAPGEF5,1
PO5F1,STK31,1
PO5F1,OSBPL3,1
PO5F1,PHTF2,1
PO5F1,SH2B2,1
PO5F1,SPDYE6,1
PO5F1,ADCK2,1
PO5F1,PIP,1
PO5F1,CLDN23,1
PO5F1,MFHAS1,1
PO5F1,TNKS,1
PO5F1,EGR3,1
PO5F1,NUGGC,1
PO5F1,PLEKHA2,1
PO5F1,POTEA,1
PO5F1,LINC02947,1
PO5F1,CLXN,1
PO5F1,RGS20,1
PO5F1,TCEA1,1
PO5F1,RRS1-DT,1
PO5F1,MYBL1,1
PO5F1,PAG1,1
PO5F1,RMDN1,1
PO5F1,CPNE3,1
PO5F1,RAD54B,1
PO5F1,GASAL1,1
PO5F1,SLC1A1,1
PO5F1,DCAF12,1
PO5F1,MYORG,1
PO5F1,ARID3C,1
PO5F1,NANS,1
PO5F1,SNX30-DT,1
PO5F1,INIP,1
PO5F1,CDK5RAP2,1
PO5F1,RC3H2,1
PO5F1,RABGAP1,1
PO5F1,SHROOM2,1
PO5F1,CTPS2,1
PO5F1,TXLNG,1
PO5F1,PDK3,1
PO5F1,GPR82,1
PO5F1,WAS,1
PO5F1,AFF2,1
PO5F1,AFF2-IT1,1
PO5F1,RNF19B,1
PO5F1,BCAR3,1
PO5F1,BCAR3-AS1,1
PO5F1,SYT11,1
PO5F1,SEMA4A,1
PO5F1,MIR9-1HG,1
PO5F1,MAEL,1
PO5F1,RGS13,1
PO5F1,PIK3C2B,1
PO5F1,MAP10,1
PO5F1,LINC00184,1
PO5F1,LARP4B,1
PO5F1,LARP4B-DT,1
PO5F1,SLF2,1
PO5F1,SEMA4G,1
PO5F1,GPAM,1
PO5F1,BNIP3,1
PO5F1,CCDC73,1
PO5F1,FAM76B,1
PO5F1,ENDOD1,1
PO5F1,POU2AF3,1
PO5F1,POU2AF1,1
PO5F1,CXCR5,1
PO5F1,GNB3,1
PO5F1,TMPRSS12,1
PO5F1,PLEKHG7,1
PO5F1,FGD6,1
PO5F1,ANKRD13A,1
PO5F1,RAB35,1
PO5F1,TMEM132B,1
PO5F1,FOXG1,1
PO5F1,SNAPC1,1
PO5F1,SYT16,1
PO5F1,LINC02960,1
PO5F1,TRMT61A-DT,1
PO5F1,LINC02280,1
PO5F1,ARHGAP11B,1
PO5F1,ZSCAN29,1
PO5F1,PPIP5K1,1
PO5F1,SCG3,1
PO5F1,NLRC3,1
PO5F1,SLX4,1
PO5F1,DNASE1,1
PO5F1,IL21R,1
PO5F1,TUBB3,1
PO5F1,DEF8,1
PO5F1,DBNDD1,1
PO5F1,CTNS-AS1,1
PO5F1,P2RX5-TAX1BP3,1
PO5F1,P2RX5,1
PO5F1,HASPIN,1
PO5F1,ATP2A3,1
PO5F1,YBX2,1
PO5F1,KRTAP4-11,1
PO5F1,KRTAP29-1,1
PO5F1,KRTAP16-1,1
PO5F1,AKAP1-DT,1
PO5F1,LINC01977,1
PO5F1,SS18,1
PO5F1,PSMA8,1
PO5F1,ZNF486,1
PO5F1,ARHGAP33,1
PO5F1,NLRP11,1
PO5F1,NLRP4,1
PO5F1,ZNF581,1
PO5F1,LINC01814,1
PO5F1,LTBP1,1
PO5F1,PTPN18,1
PO5F1,POTEI,1
PO5F1,ANKRD30BL,1
PO5F1,MGAT5,1
PO5F1,RAB3GAP1,1
PO5F1,MYO3B,1
PO5F1,MYO3B-AS1,1
PO5F1,DNER,1
PO5F1,GNRH2,1
PO5F1,KIZ-AS1,1
PO5F1,EIF4ENIF1,1
PO5F1,SREBF2,1
PO5F1,SHISA8,1
PO5F1,TNFRSF13C,1
PO5F1,UBE2E1-AS1,1
PO5F1,CHDH,1
PO5F1,IL17RB,1
PO5F1,CFAP20DC,1
PO5F1,GAP43,1
PO5F1,LSAMP,1
PO5F1,LINC00881,1
PO5F1,FGF12,1
PO5F1,RUBCN,1
PO5F1,LRCH3,1
PO5F1,ZNF718,1
PO5F1,TEC,1
PO5F1,NMU,1
PO5F1,OTULIN-DT,1
PO5F1,FBXL7,1
PO5F1,PDE8B,1
PO5F1,CDO1,1
PO5F1,AP3S1,1
PO5F1,LVRN,1
PO5F1,ARL14EPL,1
PO5F1,PITX1,1
PO5F1,PCDHGA4,1
PO5F1,PCDHGB2,1
PO5F1,PCDHGA5,1
PO5F1,PCDHGB3,1
PO5F1,PCDHGA8,1
PO5F1,PCDHGA9,1
PO5F1,PCDHGB6,1
PO5F1,PCDHGA10,1
PO5F1,PCDHGB7,1
PO5F1,PCDHGA11,1
PO5F1,PCDHGA12,1
PO5F1,PCDHGC3,1
PO5F1,PCDHGC4,1
PO5F1,PCDHGC5,1
PO5F1,KCTD16,1
PO5F1,PPP1R3G,1
PO5F1,RNF8,1
PO5F1,BICRAL,1
PO5F1,ELOVL5,1
PO5F1,CNR1,1
PO5F1,CDK19,1
PO5F1,VNN2,1
PO5F1,STK17A,1
PO5F1,FAM3C,1
PO5F1,PAXIP1,1
PO5F1,PTK2B,1
PO5F1,LINC00589,1
PO5F1,LINC02099,1
PO5F1,TOX,1
PO5F1,PTK2,1
PO5F1,KANK1,1
PO5F1,C9orf57,1
PO5F1,WNK2,1
PO5F1,EHMT1,1
PO5F1,CACNA1B,1
PO5F1,LINC01203,1
PO5F1,VEGFD,1
PO5F1,DMD,1
PO5F1,MED14,1
PO5F1,PPP1R2C,1
PO5F1,FRMPD3,1
PPARD,SLC25A26,1
RARA,CHKB-DT,1
RARB,RNF149,1
RARG,FAM163B,1
RFX1,RBM26,1
RFX1,LSS,1
RFX1,DIP2A,1
RFX1,S100B,1
RUNX2,TPM1,1
RUNX2,BAIAP2-DT,1
RUNX2,B3GNT5,1
SMAD2,OVGP1,1
SMAD2,TBX15,1
SMAD2,NBPF15,1
SMAD2,CAPN8,1
SMAD2,PIP4K2A,1
SMAD2,KRTAP5-1,1
SMAD2,PDE3B,1
SMAD2,CEP126,1
SMAD2,FXYD2,1
SMAD2,LINC01252,1
SMAD2,PRSS22,1
SMAD2,FLYWCH1,1
SMAD2,HCFC1R1,1
SMAD2,MMP25-AS1,1
SMAD2,IL32,1
SMAD2,ZSCAN10,1
SMAD2,ZNF75A,1
SMAD2,KRTAP4-12,1
SMAD2,KRTAP4-6,1
SMAD2,ZNF761,1
SMAD2,DGUOK-AS1,1
SMAD2,BOLL,1
SMAD2,MYOSLID,1
SMAD2,EDN3,1
SMAD2,CD96,1
SMAD2,OCIAD2,1
SMAD2,ODAPH,1
SMAD2,PPEF2,1
SMAD2,C4orf3,1
SMAD2,NR3C2,1
SMAD2,CDC42SE2,1
SMAD2,RAPGEF6,1
SMAD2,THOC3-AS1,1
SMAD2,SMIM29,1
SMAD2,KLHL32,1
SMAD2,TMEM225B,1
SMAD2,TRIM4,1
SMAD2,IKBKB,1
SMAD2,GLI4,1
SMAD2,RHPN1,1
SMAD2,EEF1D,1
SMAD2,LINC02878,1
SMAD2,SLC24A2,1
SMAD2,ERCC6L2-AS1,1
SMAD2,FRMPD3,1
SP3,REXO4,1
SP3,SARDH,1
SP3,FRMPD3,1
SP4,LINC01342,1
SP4,RER1,1
SP4,RERE-AS1,1
SP4,UBIAD1,1
SP4,NPPA,1
SP4,DNAJC16,1
SP4,LINC01355,1
SP4,ELOA-AS1,1
SP4,HMGCL,1
SP4,MDS2,1
SP4,CNR2,1
SP4,NIPAL3,1
SP4,CLIC4,1
SP4,SYF2,1
SP4,RSRP1,1
SP4,CD52,1
SP4,CRYBG2,1
SP4,NR0B2,1
SP4,FAM76A,1
SP4,EYA3,1
SP4,ATP5IF1,1
SP4,TRNAU1AP,1
SP4,SNHG12,1
SP4,OPRD1,1
SP4,CYB561D2,1
SP4,LAPTM5,1
SP4,ZCCHC17,1
SP4,FABP3,1
SP4,TMEM39B,1
SP4,ZBTB8OS,1
SP4,TMEM35B,1
SP4,ZMYM4-AS1,1
SP4,TRAPPC3,1
SP4,THRAP3,1
SP4,LSM10,1
SP4,MEAF6,1
SP4,MANEAL,1
SP4,PPIE,1
SP4,CAP1,1
SP4,TMCO2,1
SP4,PPCS,1
SP4,CCDC30,1
SP4,SLC2A1-DT,1
SP4,ELOVL1,1
SP4,SLC2A1,1
SP4,CFAP57,1
SP4,HYI-AS1,1
SP4,CCDC163,1
SP4,TESK2,1
SP4,MOB3C,1
SP4,TEX38,1
SP4,EFCAB14,1
SP4,TXNDC12,1
SP4,TUT4,1
SP4,SCP2,1
SP4,LRP8-DT,1
SP4,LINC02812,1
SP4,TMEM59,1
SP4,LINC02777,1
SP4,LINC01358,1
SP4,CYP2J2,1
SP4,PATJ,1
SP4,TM2D1,1
SP4,ATG4C,1
SP4,FPGT-TNNI3K,1
SP4,FPGT,1
SP4,MSH4,1
SP4,NEXN-AS1,1
SP4,FUBP1,1
SP4,SELENOF,1
SP4,GBP3,1
SP4,GBP7,1
SP4,C1orf146,1
SP4,CCDC18-AS1,1
SP4,ALG14-AS1,1
SP4,RWDD3-DT,1
SP4,RWDD3,1
SP4,RNPC3,1
SP4,AGL,1
SP4,TRMT13,1
SP4,DBT,1
SP4,DPH5-DT,1
SP4,S1PR1,1
SP4,AMY2B,1
SP4,STXBP3,1
SP4,SARS1,1
SP4,STRIP1,1
SP4,LAMTOR5,1
SP4,CD53,1
SP4,DRAM2,1
SP4,CEPT1,1
SP4,DENND2D,1
SP4,CHI3L2,1
SP4,C1orf162,1
SP4,WNT2B,1
SP4,CAPZA1,1
SP4,SLC16A1-AS1,1
SP4,LRIG2,1
SP4,LRIG2-DT,1
SP4,AP4B1,1
SP4,BCAS2,1
SP4,DENND2C,1
SP4,AMPD1,1
SP4,PTPN22,1
SP4,TENT5C-DT,1
SP4,WARS2-AS1,1
SP4,TENT5C,1
SP4,SEC22B,1
SP4,SRGAP2-AS1,1
SP4,NBPF15,1
SP4,GPR89A,1
SP4,POLR3C,1
SP4,ITGA10,1
SP4,POLR3GL,1
SP4,FMO5,1
SP4,LINC00624,1
SP4,NBPF11,1
SP4,LINC01138,1
SP4,PDE4DIP,1
SP4,VPS45,1
SP4,LINC02988,1
SP4,ANP32E,1
SP4,MRPS21,1
SP4,C1orf54,1
SP4,TNFAIP8L2,1
SP4,C1orf56,1
SP4,GABPB2,1
SP4,ARNT,1
SP4,SCNM1,1
SP4,LYSMD1,1
SP4,PSMB4,1
SP4,PSMD4,1
SP4,LENEP,1
SP4,SLC50A1,1
SP4,KRTCAP2,1
SP4,RUSC1-AS1,1
SP4,ASH1L-AS1,1
SP4,KHDC4,1
SP4,ARHGEF2-AS2,1
SP4,LAMTOR2,1
SP4,PMF1,1
SP4,GPATCH4,1
SP4,FCRL3,1
SP4,FCRL2,1
SP4,FCRL1,1
SP4,ATP1A2,1
SP4,DCAF8-DT,1
SP4,SLAMF1,1
SP4,LY9,1
SP4,TSTD1,1
SP4,KLHDC9,1
SP4,PPOX,1
SP4,FCGR2B,1
SP4,HSD17B7,1
SP4,MGST3,1
SP4,ALDH9A1,1
SP4,TMCO1-AS1,1
SP4,DCAF6,1
SP4,BLZF1,1
SP4,SELL,1
SP4,SCYL3,1
SP4,FMO4,1
SP4,VAMP4,1
SP4,MYOCOS,1
SP4,RABGAP1L,1
SP4,RABGAP1L-AS1,1
SP4,MRPS14,1
SP4,KIAA0040,1
SP4,C1orf220,1
SP4,RALGPS2,1
SP4,ANGPTL1,1
SP4,MR1,1
SP4,LINC01732,1
SP4,TEDDM1,1
SP4,TRMT1L,1
SP4,LYPLAL1,1
SP4,PRG4,1
SP4,PDC-AS1,1
SP4,UTP25,1
SP4,SYT2-AS1,1
SP4,KLHL12,1
SP4,MDM4,1
SP4,LEMD1-AS1,1
SP4,MFSD4A,1
SP4,RAB29,1
SP4,PIGR,1
SP4,IL24,1
SP4,FCMR,1
SP4,PFKFB2,1
SP4,C4BPA,1
SP4,TRAF3IP3,1
SP4,TRAF5,1
SP4,TATDN3,1
SP4,LPGAT1-AS1,1
SP4,LINC02608,1
SP4,SMYD2,1
SP4,RAB3GAP2,1
SP4,C1orf115,1
SP4,MTARC2,1
SP4,HHIPL2,1
SP4,TAF1A-AS1,1
SP4,AIDA,1
SP4,BROX,1
SP4,FAM177B,1
SP4,DISP1,1
SP4,DEGS1,1
SP4,LINC02809,1
SP4,C1orf131,1
SP4,COA6-AS1,1
SP4,ARID4B,1
SP4,GGPS1,1
SP4,TBCE,1
SP4,NFX1,1
SP4,RBM34,1
SP4,B3GALNT2,1
SP4,KMO,1
SP4,WDR64,1
SP4,SDCCAG8,1
SP4,CATSPERE,1
SP4,SPMIP3,1
SP4,CNST,1
SP4,PGBD2,1
SP4,OR2T10,1
SP4,LINC00200,1
SP4,IL2RA,1
SP4,CDC123,1
SP4,DCLRE1C,1
SP4,RSU1,1
SP4,PTER,1
SP4,NSUN6,1
SP4,COMMD3,1
SP4,PIP4K2A,1
SP4,THNSL1,1
SP4,MTPAP,1
SP4,LINC02664,1
SP4,CCNY-AS1,1
SP4,ZNF248,1
SP4,ZNF248-AS1,1
SP4,ZNF25-DT,1
SP4,LINC01518,1
SP4,ZNF485,1
SP4,ARID5B,1
SP4,HERC4,1
SP4,AIFM2,1
SP4,ANAPC16,1
SP4,ASCC1,1
SP4,DNAJC9-AS1,1
SP4,CFAP70,1
SP4,MSS51,1
SP4,PPP3CB-AS1,1
SP4,FUT11,1
SP4,ADK,1
SP4,GHITM,1
SP4,TMEM254-AS1,1
SP4,BLNK,1
SP4,EXOSC1,1
SP4,CUTC,1
SP4,BLOC1S2,1
SP4,ACADSB,1
SP4,ABCC2,1
SP4,PKD2L1,1
SP4,OGA,1
SP4,KCNIP2,1
SP4,ARMH3,1
SP4,C10orf95-AS1,1
SP4,WBP1L,1
SP4,CYP17A1,1
SP4,STN1,1
SP4,ADD3,1
SP4,SHOC2,1
SP4,PDCD4-AS1,1
SP4,ACSL5,1
SP4,ZDHHC6,1
SP4,NHLRC2,1
SP4,GRK5,1
SP4,INPP5F,1
SP4,PLEKHA1,1
SP4,FAM24B,1
SP4,CUZD1,1
SP4,C10orf88,1
SP4,LHPP,1
SP4,EEF1AKMT2,1
SP4,ABRAXAS2,1
SP4,C10orf143,1
SP4,LINC01165,1
SP4,LRRC27,1
SP4,PRAP1,1
SP4,IFITM2,1
SP4,GATD1-DT,1
SP4,TMEM80,1
SP4,TIMM10B,1
SP4,UBQLNL,1
SP4,TRIM34,1
SP4,TRIM5,1
SP4,OR56B1,1
SP4,OR52N4,1
SP4,TRIM22,1
SP4,TPP1,1
SP4,SYT9-AS1,1
SP4,OLFML1,1
SP4,TUB,1
SP4,RIC3,1
SP4,SWAP70,1
SP4,RNF141,1
SP4,IRAG1-AS1,1
SP4,ZBED5,1
SP4,ZBED5-AS1,1
SP4,HTATIP2,1
SP4,TPH1,1
SP4,SAA1,1
SP4,LDHAL6A,1
SP4,MISFA,1
SP4,IGSF22,1
SP4,GAS2,1
SP4,BDNF-AS,1
SP4,LINC00678,1
SP4,ARL14EP,1
SP4,METTL15,1
SP4,IMMP1L,1
SP4,HSD17B12,1
SP4,TTC17,1
SP4,LINC02696,1
SP4,HARBI1,1
SP4,RAPSN,1
SP4,AGBL2,1
SP4,NUP160,1
SP4,TIMM10,1
SP4,UBE2L6,1
SP4,GLYATL1,1
SP4,LPXN,1
SP4,GLYATL1B,1
SP4,FAM111A-DT,1
SP4,LINC02739,1
SP4,TMEM216,1
SP4,TMEM179B,1
SP4,TMEM258,1
SP4,LBHD1,1
SP4,BSCL2,1
SP4,GNG3,1
SP4,CSKMT,1
SP4,POLR2G,1
SP4,TRMT112,1
SP4,GPHA2,1
SP4,MAJIN,1
SP4,BATF2,1
SP4,NAALADL1,1
SP4,SLC25A45,1
SP4,RELA-DT,1
SP4,BBS1,1
SP4,RBM4,1
SP4,RBM4B,1
SP4,POLD4,1
SP4,CABP4,1
SP4,TMEM134,1
SP4,GPR152,1
SP4,CCND1,1
SP4,LTO1,1
SP4,CTTN-DT,1
SP4,KRTAP5-8,1
SP4,KRTAP5-9,1
SP4,XNDC1N,1
SP4,PDE2A-AS2,1
SP4,DNAJB13,1
SP4,AQP11,1
SP4,INTS4,1
SP4,LINC02734,1
SP4,RAB30,1
SP4,RAB30-DT,1
SP4,LINC02951,1
SP4,TMEM126B,1
SP4,HIKESHI,1
SP4,ANKRD49,1
SP4,GPR83,1
SP4,CWC15,1
SP4,LNCRNA-IUR,1
SP4,CCDC82,1
SP4,BIRC3,1
SP4,TMEM123-DT,1
SP4,CEP126,1
SP4,KBTBD3,1
SP4,SLC35F2,1
SP4,C11orf65,1
SP4,EXPH5,1
SP4,ACAT1,1
SP4,FDXACB1,1
SP4,SDHD,1
SP4,BCO2,1
SP4,LINC02762,1
SP4,LINC02763,1
SP4,TTC12,1
SP4,TTC12-DT,1
SP4,USP28,1
SP4,C11orf71,1
SP4,PAFAH1B2,1
SP4,BACE1-AS,1
SP4,ATP5MG,1
SP4,CXCR5,1
SP4,VPS11-DT,1
SP4,TRAPPC4,1
SP4,JHY,1
SP4,MSANTD2-AS1,1
SP4,CCDC15-DT,1
SP4,KCNJ1,1
SP4,TP53AIP1,1
SP4,RAD52,1
SP4,NDUFA9,1
SP4,DYRK4,1
SP4,AKAP3,1
SP4,TAPBPL,1
SP4,LPAR5,1
SP4,CD27-AS1,1
SP4,EMG1,1
SP4,CLEC2D,1
SP4,LINC02390,1
SP4,ATF7IP,1
SP4,GUCY2C,1
SP4,C12orf60,1
SP4,ERP27,1
SP4,THAP2,1
SP4,ETNK1,1
SP4,RECQL,1
SP4,LINC02955,1
SP4,DNAI7,1
SP4,ETFRF1,1
SP4,CAPRIN2,1
SP4,AK4P3,1
SP4,ETFBKMT,1
SP4,AMN1,1
SP4,H3-5,1
SP4,LINC02422,1
SP4,RESF1,1
SP4,ZCRB1,1
SP4,IRAK4,1
SP4,TMEM117,1
SP4,SCAF11,1
SP4,SLC38A1,1
SP4,SLC38A4-AS1,1
SP4,RPAP3-DT,1
SP4,LINC02416,1
SP4,RPAP3,1
SP4,TMBIM6,1
SP4,BCDIN3D,1
SP4,ATF1,1
SP4,TMPRSS12,1
SP4,DAZAP2,1
SP4,SMAGP,1
SP4,BIN2,1
SP4,HIGD1C,1
SP4,PRR13,1
SP4,GTSF1,1
SP4,RDH5,1
SP4,ORMDL2,1
SP4,GLS2,1
SP4,BLOC1S1,1
SP4,STAT2,1
SP4,RDH16,1
SP4,R3HDM2,1
SP4,INHBE,1
SP4,ARHGAP9,1
SP4,TSPAN31,1
SP4,SRGAP1,1
SP4,KICS2,1
SP4,TMBIM4,1
SP4,IFNG,1
SP4,IL22,1
SP4,IL26,1
SP4,NUP107-DT,1
SP4,TMEM19,1
SP4,CAPS2,1
SP4,GLIPR1L1,1
SP4,GLIPR1L2,1
SP4,TMTC3,1
SP4,PPP1R12A,1
SP4,POC1B,1
SP4,GALNT4,1
SP4,LINC02397,1
SP4,MRPL42,1
SP4,NDUFA12,1
SP4,LINC02453,1
SP4,ANKS1B,1
SP4,ACTR6,1
SP4,SYCP3,1
SP4,WASHC3,1
SP4,NT5DC3,1
SP4,TCP11L2,1
SP4,MTERF2,1
SP4,PWP1,1
SP4,PRDM4,1
SP4,ISCU,1
SP4,USP30-AS1,1
SP4,ALKBH2,1
SP4,MVK,1
SP4,UBE3B,1
SP4,GIT2,1
SP4,C12orf76,1
SP4,VPS29,1
SP4,TCTN1,1
SP4,HVCN1,1
SP4,MAPKAPK5-AS1,1
SP4,OAS1,1
SP4,OAS2,1
SP4,RBM19,1
SP4,TESC-AS1,1
SP4,FBXO21,1
SP4,POP5,1
SP4,RNF34,1
SP4,KDM2B-DT,1
SP4,HPD,1
SP4,PSMD9,1
SP4,VPS33A,1
SP4,SNRNP35,1
SP4,TMED2-DT,1
SP4,TCTN2,1
SP4,DNAH10,1
SP4,DNAH10OS,1
SP4,PUS1-AS1,1
SP4,GOLGA3,1
SP4,ZNF26,1
SP4,ZNF345,1
SP4,ZNF382,1
SP4,PSPC1-AS2,1
SP4,SPATA13-AS1,1
SP4,PCOTH,1
SP4,C1QTNF9B,1
SP4,MIPEP,1
SP4,PAN3,1
SP4,SLC46A3,1
SP4,LINC00384,1
SP4,ALOX5AP,1
SP4,LINC00398,1
SP4,LINC00545,1
SP4,N4BP2L1,1
SP4,N4BP2L2,1
SP4,EXOSC8,1
SP4,SMAD9,1
SP4,NHLRC3,1
SP4,SUGT1-DT,1
SP4,COG6,1
SP4,KBTBD6-DT,1
SP4,MTRF1,1
SP4,LINC00390,1
SP4,LINC00562,1
SP4,CAB39L,1
SP4,PHF11,1
SP4,SPRYD7,1
SP4,TRIM13,1
SP4,KCNRG,1
SP4,CKAP2-DT,1
SP4,SERPINE3,1
SP4,INTS6-AS1,1
SP4,DHRS12,1
SP4,LMO7-AS1,1
SP4,RBM26-AS1,1
SP4,MIR17HG,1
SP4,GPR183,1
SP4,CLYBL,1
SP4,CLYBL-AS2,1
SP4,METTL21EP,1
SP4,ANKRD10,1
SP4,TEX29,1
SP4,GAS6-AS1,1
SP4,LINC03058,1
SP4,TOX4,1
SP4,RNASE6,1
SP4,METTL17,1
SP4,MDP1,1
SP4,METTL3,1
SP4,LINC02332,1
SP4,OXA1L-DT,1
SP4,C14orf119,1
SP4,NGDN,1
SP4,NEDD8,1
SP4,TINF2,1
SP4,DHRS1,1
SP4,CBLN3,1
SP4,SDR39U1,1
SP4,TGM1,1
SP4,PSME2,1
SP4,GZMB,1
SP4,STRN3,1
SP4,HEATR5A,1
SP4,HEATR5A-DT,1
SP4,AKAP6,1
SP4,EAPP,1
SP4,AP5M1,1
SP4,PRPF39,1
SP4,KLHDC1,1
SP4,VCPKMT,1
SP4,DMAC2L,1
SP4,LINC01588,1
SP4,RPL36AL,1
SP4,CDKL1,1
SP4,GMFB,1
SP4,SAMD4A-AS1,1
SP4,ACTR10,1
SP4,PSMA3-AS1,1
SP4,LINC01500,1
SP4,L3HYPDH,1
SP4,JKAMP,1
SP4,DHRS7,1
SP4,DAAM1,1
SP4,SLC38A6,1
SP4,ZBTB25,1
SP4,CHURC1,1
SP4,PIGH,1
SP4,VTI1B,1
SP4,SYNJ2BP,1
SP4,ADAM21,1
SP4,TTC9-DT,1
SP4,MAP3K9,1
SP4,MAP3K9-DT,1
SP4,DCAF4,1
SP4,HEATR4,1
SP4,MIDEAS,1
SP4,ISCA2,1
SP4,ZC2HC1C,1
SP4,BATF,1
SP4,IFT43,1
SP4,SLIRP,1
SP4,SNW1,1
SP4,GPR65,1
SP4,CALM1,1
SP4,RPS6KA5,1
SP4,FBLN5,1
SP4,DICER1-AS1,1
SP4,GSKIP,1
SP4,PPP2R5C,1
SP4,COA8,1
SP4,COPDA1,1
SP4,FAM30A,1
SP4,NIPA1,1
SP4,LINC02250,1
SP4,LINC03034,1
SP4,EMC4,1
SP4,NOP10,1
SP4,PGBD4,1
SP4,GOLGA8B,1
SP4,SRP14-DT,1
SP4,CCDC9B,1
SP4,CCDC32,1
SP4,RAD51-AS1,1
SP4,PPP1R14D,1
SP4,CHP1,1
SP4,NDUFAF1,1
SP4,GANC,1
SP4,CAPN3,1
SP4,SNAP23,1
SP4,CCNDBP1,1
SP4,CTDSPL2-DT,1
SP4,EIF3J-DT,1
SP4,SPG11,1
SP4,PATL2,1
SP4,B2M,1
SP4,TRIM69,1
SP4,DUOX1,1
SP4,GATM,1
SP4,SLC30A4,1
SP4,SQOR,1
SP4,USP8,1
SP4,FAM227B,1
